Date,Open,High,Low,Close,Adj Close,Volume
2018-01-17,864.987732,896.349548,640.782776,832.785950,832.785950,7016306915
2018-01-18,834.584106,901.745667,793.635376,847.118469,847.118469,4854344700
2018-01-19,841.020142,892.133179,818.620056,850.327332,850.327332,3342430481
2018-01-20,855.114502,955.081848,855.114502,945.294617,945.294617,3253019653
2018-01-21,945.728333,945.728333,832.314819,856.380493,856.380493,2756274465
2018-01-22,861.088440,888.770996,760.347229,818.586853,818.586853,3108763029
2018-01-23,819.329285,832.029602,750.480957,801.356140,801.356140,2889981233
2018-01-24,802.370178,862.930420,784.508179,854.475037,854.475037,3182987601
2018-01-25,858.058228,888.704773,827.593384,852.255676,852.255676,3268654733
2018-01-26,849.568176,868.370300,801.080139,849.641724,849.641724,2913028514
2018-01-27,850.108704,903.438293,839.133606,891.432434,891.432434,2417964422
2018-01-28,895.225098,1012.778809,895.225098,1002.502197,1002.502197,4322415306
2018-01-29,1003.057312,1011.509949,944.100769,955.056519,955.056519,3000872323
2018-01-30,956.486267,957.586304,854.352539,863.257568,863.257568,3310654391
2018-01-31,863.225281,906.408630,833.534790,900.700745,900.700745,3026385361
2018-02-01,901.554443,928.263123,787.099548,828.835266,828.835266,4206315555
2018-02-02,828.019836,828.218445,606.383972,734.979919,734.979919,5387873387
2018-02-03,737.729553,796.101929,680.329041,773.690979,773.690979,2603114016
2018-02-04,774.211060,777.714294,647.365723,670.642761,670.642761,2408074922
2018-02-05,670.864563,687.903320,520.005676,564.456909,564.456909,3452915578
2018-02-06,572.371216,643.275208,463.428009,640.699585,640.699585,5265586842
2018-02-07,638.523315,689.845215,583.884583,617.057617,617.057617,3175629610
2018-02-08,616.059204,690.204163,615.858398,667.053040,667.053040,3024624757
2018-02-09,667.601929,722.638794,643.788452,722.525146,722.525146,2040235455
2018-02-10,721.382324,749.938721,674.877014,703.355652,703.355652,2395593925
2018-02-11,702.434448,702.434448,644.340698,665.028564,665.028564,2029918459
2018-02-12,667.353455,712.491455,667.190063,706.323242,706.323242,1824091481
2018-02-13,706.799744,708.066162,672.866516,684.364014,684.364014,1685021495
2018-02-14,683.571350,743.343506,683.460693,740.804504,740.804504,2260664192
2018-02-15,740.938477,762.412292,731.698547,749.520874,749.520874,2319894485
2018-02-16,747.768982,757.881958,732.520386,761.152771,761.152771,1910076569
2018-02-17,761.586426,787.259155,758.366821,785.259949,785.259949,2036050031
2018-02-18,784.642456,792.368408,737.964539,744.437195,744.437195,2068560238
2018-02-19,742.621887,772.587708,742.290771,761.304260,761.304260,1749491776
2018-02-20,761.063904,780.895569,723.918884,725.937195,725.937195,2063612804
2018-02-21,724.935120,739.603577,675.858887,692.215149,692.215149,2061837218
2018-02-22,691.637756,713.876160,650.987854,659.509094,659.509094,1744722148
2018-02-23,658.486816,720.818176,645.070190,702.992798,702.992798,1899308628
2018-02-24,700.880981,715.473022,665.866760,683.734680,683.734680,1567217089
2018-02-25,682.875610,694.009583,668.983154,687.564087,687.564087,1340408562
2018-02-26,687.945007,715.068237,683.533997,706.013977,706.013977,1660423942
2018-02-27,706.866699,726.716125,702.785706,718.358398,718.358398,1680009841
2018-02-28,718.087708,728.283386,701.323730,701.557800,701.557800,1611140305
2018-03-01,702.224792,717.852051,699.154663,710.781555,710.781555,1522712033
2018-03-02,710.426208,714.186279,691.564148,695.666992,695.666992,1538053071
2018-03-03,695.551697,705.085632,694.330566,695.968994,695.968994,1379694718
2018-03-04,695.125427,702.736633,682.211609,703.643738,703.643738,1378533708
2018-03-05,703.780151,706.447937,691.781494,692.026611,692.026611,1538983450
2018-03-06,692.134399,692.190552,652.854309,658.035461,658.035461,1565098632
2018-03-07,657.487732,665.114807,586.255920,606.583679,606.583679,1752815973
2018-03-08,606.373413,624.963257,565.485352,572.609497,572.609497,1537293835
2018-03-09,570.659912,592.568909,526.231750,592.373840,592.373840,1814725643
2018-03-10,593.384766,607.908142,554.811035,558.220276,558.220276,1245802519
2018-03-11,556.937866,597.702026,542.968689,587.698242,587.698242,1269645811
2018-03-12,588.565186,603.130493,553.926208,567.215942,567.215942,1430539744
2018-03-13,565.855896,578.766602,550.904236,557.433228,557.433228,1150617232
2018-03-14,557.749512,566.715576,480.430206,496.436890,496.436890,1463197026
2018-03-15,496.879730,503.256592,468.211212,496.752808,496.752808,1438696597
2018-03-16,497.138000,507.631165,477.897736,489.676910,489.676910,1153536271
2018-03-17,489.686646,495.768707,446.891846,449.889313,449.889313,1031830429
2018-03-18,448.962341,448.962341,374.451050,438.635162,438.635162,2186889173
2018-03-19,445.135162,452.709259,422.222839,451.301880,451.301880,1659200726
2018-03-20,451.298615,463.233154,422.403748,454.948151,454.948151,1497248306
2018-03-21,456.519958,480.840790,448.677399,455.027954,455.027954,1442908073
2018-03-22,455.328491,467.475494,425.033722,437.963165,437.963165,1236273609
2018-03-23,438.094635,438.173492,415.586304,436.903107,436.903107,1292486399
2018-03-24,439.294006,441.569122,425.941223,426.231903,426.231903,1052554436
2018-03-25,423.207031,433.336823,417.503845,424.455139,424.455139,931970570
2018-03-26,424.455139,425.804108,377.802765,393.345367,393.345367,1315735389
2018-03-27,393.055542,394.809631,362.733582,362.791962,362.791962,1304054137
2018-03-28,362.933014,376.158630,358.383148,362.504272,362.504272,1229940677
2018-03-29,363.963135,366.008759,313.643585,313.744110,313.744110,1601552606
2018-03-30,313.692902,332.653564,299.409515,320.302734,320.302734,1524332480
2018-03-31,320.594116,339.638000,318.929474,321.773407,321.773407,1074523172
2018-04-01,322.420258,325.077515,295.272278,308.322784,308.322784,1020898350
2018-04-02,308.397491,320.339661,306.562469,314.345551,314.345551,896656608
2018-04-03,315.067108,341.457214,311.687927,339.572388,339.572388,1110531837
2018-04-04,339.240021,340.099365,305.328674,309.737091,309.737091,1048127990
2018-04-05,309.251984,316.839111,301.128571,312.893524,312.893524,988471639
2018-04-06,312.484467,314.470581,298.860474,301.510468,301.510468,787481462
2018-04-07,301.587830,320.054535,301.226288,313.748047,313.748047,774753691
2018-04-08,314.097382,327.815308,313.982574,326.412384,326.412384,773013855
2018-04-09,326.696808,349.524475,317.079285,323.531433,323.531433,1200186732
2018-04-10,324.249878,336.587891,319.525421,335.120941,335.120941,967559259
2018-04-11,335.752747,348.051758,333.148376,348.051758,348.051758,1163330639
2018-04-12,347.745361,399.982178,337.630829,399.822388,399.822388,2043442291
2018-04-13,400.000000,427.468323,391.673279,399.655273,399.655273,1962243426
2018-04-14,399.529541,415.300507,396.041046,406.746704,406.746704,1232119341
2018-04-15,407.883850,431.191315,407.883850,431.191315,431.191315,1399797246
2018-04-16,431.492950,433.039093,403.818207,412.781250,412.781250,1420479664
2018-04-17,412.779602,419.390381,406.309326,406.510406,406.510406,1422973030
2018-04-18,406.845856,424.213898,406.665344,424.003387,424.003387,1424367805
2018-04-19,423.396637,460.164459,422.769684,460.164459,460.164459,1828757708
2018-04-20,460.245544,503.593536,454.111694,501.154175,501.154175,2319282071
2018-04-21,501.386963,506.176147,470.901825,492.751923,492.751923,2126371506
2018-04-22,493.341217,521.542419,483.370514,506.730743,506.730743,1977077862
2018-04-23,506.192139,529.214417,506.182220,526.333557,526.333557,1955136042
2018-04-24,527.029846,579.525024,527.245789,578.749634,578.749634,2927312926
2018-04-25,577.853882,578.042847,493.108765,505.724396,505.724396,3464656120
2018-04-26,507.912720,547.721375,496.267365,547.414124,547.414124,2464494536
2018-04-27,546.835999,567.413391,533.502625,533.502625,533.502625,2142257520
2018-04-28,531.535278,570.120422,531.535278,563.718628,563.718628,2058591662
2018-04-29,563.911621,575.326477,552.863647,568.242981,568.242981,2260628452
2018-04-30,568.968872,572.591553,551.512695,554.618774,554.618774,2362033307
2018-05-01,555.065002,562.377441,528.070862,561.812317,561.812317,2234328714
2018-05-02,562.197693,576.292114,556.322388,575.020081,575.020081,2361732177
2018-05-03,574.553162,654.435547,574.649292,650.269470,650.269470,3512629216
2018-05-04,647.960510,671.916016,636.587646,656.986145,656.986145,2954850350
2018-05-05,656.115601,691.967712,655.826233,682.488708,682.488708,2538083292
2018-05-06,682.461975,698.324951,639.641235,662.855347,662.855347,2598151132
2018-05-07,663.715393,665.349487,595.936890,631.630737,631.630737,3616961421
2018-05-08,632.706726,649.319885,613.781555,634.412231,634.412231,2461017935
2018-05-09,634.450134,640.412292,606.203186,635.045593,635.045593,2429402397
2018-05-10,635.302185,646.717285,609.924438,610.541443,610.541443,2307714923
2018-05-11,610.319824,618.944336,560.898499,569.072205,569.072205,2755049405
2018-05-12,569.315857,578.974243,539.328430,574.483337,574.483337,2234533579
2018-05-13,575.427063,620.708374,565.499084,613.701477,613.701477,1976656707
2018-05-14,613.063049,622.416931,582.106567,612.362976,612.362976,2518952235
2018-05-15,612.860840,620.114136,593.309326,599.823120,599.823120,2134938189
2018-05-16,599.159729,603.142273,577.201721,598.586182,598.586182,2096283481
2018-05-17,599.998352,607.789795,567.192993,570.580200,570.580200,1993909495
2018-05-18,570.109436,590.259888,562.502319,589.695984,589.695984,1958165632
2018-05-19,590.294739,607.709534,583.262024,591.532959,591.532959,1716815246
2018-05-20,592.715881,615.174683,588.253906,608.048462,608.048462,1833327735
2018-05-21,609.598816,613.456726,588.405151,593.214539,593.214539,1701170822
2018-05-22,594.025574,594.551331,546.618591,549.678406,549.678406,1892795221
2018-05-23,548.769531,553.124512,490.667145,498.407227,498.407227,2558228617
2018-05-24,499.219421,521.709961,475.066925,513.399048,513.399048,2381281379
2018-05-25,513.727539,527.374146,494.097870,503.634338,503.634338,1811948443
2018-05-26,504.228363,520.321899,500.868683,504.103027,504.103027,1454334791
2018-05-27,505.167389,506.719330,481.823334,489.962372,489.962372,1530450048
2018-05-28,490.284882,491.719177,440.867035,443.940125,443.940125,2027615361
2018-05-29,444.036499,496.196991,443.998291,490.107483,490.107483,2020475118
2018-05-30,491.357513,505.404724,467.980286,479.840546,479.840546,1761250256
2018-05-31,478.903290,501.531494,477.840088,494.178314,494.178314,1698211994
2018-06-01,495.056885,504.317291,487.015259,497.464020,497.464020,1668859389
2018-06-02,497.795044,512.072937,495.130371,507.554016,507.554016,1612684405
2018-06-03,507.083160,535.602905,507.083160,530.026550,530.026550,1570846919
2018-06-04,530.976379,533.894836,499.270447,506.911438,506.911438,1627141405
2018-06-05,507.271332,521.301270,497.118164,519.617065,519.617065,1572803984
2018-06-06,520.434937,519.662720,506.708588,515.429199,515.429199,1491238686
2018-06-07,515.907104,522.288696,510.039001,513.261841,513.261841,1594555196
2018-06-08,513.478943,515.766663,506.456635,510.859283,510.859283,1391959857
2018-06-09,510.713104,517.238647,507.871857,507.871857,507.871857,1291271419
2018-06-10,505.137665,505.137665,434.762207,446.812347,446.812347,1896698634
2018-06-11,445.435791,455.118652,437.224426,453.049011,453.049011,1683901059
2018-06-12,452.561401,457.206482,418.214691,422.953094,422.953094,1645322264
2018-06-13,423.953369,427.298645,389.514587,404.587341,404.587341,1762523342
2018-06-14,405.338928,452.306671,401.913849,449.526031,449.526031,2126492053
2018-06-15,450.164307,450.916870,419.978455,423.024048,423.024048,1557913287
2018-06-16,422.515717,433.551300,421.169128,430.466095,430.466095,1132170201
2018-06-17,430.309296,437.357635,429.609741,431.755676,431.755676,1091251847
2018-06-18,430.836853,449.630341,426.654572,446.204315,446.204315,1301805789
2018-06-19,446.317841,469.325928,443.795776,464.276306,464.276306,1490092331
2018-06-20,464.750122,466.915527,449.009277,463.218445,463.218445,1378846029
2018-06-21,463.373077,470.140076,451.208344,454.509186,454.509186,1260079304
2018-06-22,454.360046,454.242615,392.000885,399.671387,399.671387,1909935719
2018-06-23,400.063477,411.093079,396.733582,407.138550,407.138550,1416885429
2018-06-24,407.351349,407.858429,365.910767,392.548248,392.548248,2136186609
2018-06-25,391.059265,402.588379,385.417694,393.460968,393.460968,3425891170
2018-06-26,393.822540,394.232849,371.541901,371.541901,371.541901,1164629121
2018-06-27,371.088593,384.359772,366.051178,382.602478,382.602478,1183999336
2018-06-28,382.537628,383.719421,362.921997,365.272858,365.272858,1176848583
2018-06-29,365.464844,378.150299,350.530151,373.199524,373.199524,1339125197
2018-06-30,373.370728,392.704773,373.370728,389.608826,389.608826,1263322749
2018-07-01,389.661896,391.285645,382.080811,388.694977,388.694977,1294511088
2018-07-02,388.614502,412.900726,384.049988,408.373688,408.373688,1396726763
2018-07-03,408.407196,416.039551,396.793610,398.143066,398.143066,1444326244
2018-07-04,398.105316,413.569275,390.147430,400.856049,400.856049,1329361798
2018-07-05,400.829468,413.295410,398.583679,405.792480,405.792480,1564117738
2018-07-06,405.745453,408.631805,390.990265,403.586212,403.586212,1385789684
2018-07-07,403.624542,418.612183,397.476379,418.612183,418.612183,1156543264
2018-07-08,418.959564,428.436798,415.886414,416.236053,416.236053,1144209003
2018-07-09,416.030975,417.746368,404.301025,405.479767,405.479767,1304695420
2018-07-10,405.037415,406.733002,370.115143,370.447693,370.447693,1525599004
2018-07-11,370.525299,380.791687,365.911560,382.489288,382.489288,1218494103
2018-07-12,382.475586,382.541138,362.553589,368.782379,368.782379,1282318642
2018-07-13,369.354309,379.939026,369.227661,371.439453,371.439453,1274856668
2018-07-14,371.853638,376.066742,369.254608,373.201538,373.201538,1057612351
2018-07-15,373.027802,388.499908,371.348724,385.211517,385.211517,1156156876
2018-07-16,385.703888,410.573151,382.401581,410.573151,410.573151,1587665554
2018-07-17,410.076874,436.571136,401.262207,429.970825,429.970825,1963697302
2018-07-18,429.830078,440.677185,407.419922,412.705475,412.705475,2036897652
2018-07-19,412.804260,417.089569,399.915741,402.968079,402.968079,1775132974
2018-07-20,402.700378,402.734924,378.642242,384.620239,384.620239,1554318157
2018-07-21,384.604004,399.456390,380.419861,394.637329,394.637329,1283760041
2018-07-22,394.639008,401.858673,390.686493,391.564026,391.564026,1140292999
2018-07-23,391.378296,400.311890,384.777557,385.608093,385.608093,1365891153
2018-07-24,385.850128,411.056824,385.361786,410.316681,410.316681,1957990242
2018-07-25,410.772919,413.343628,399.583679,402.567108,402.567108,1645037090
2018-07-26,402.429077,412.358063,396.480499,398.520264,398.520264,1392614277
2018-07-27,398.496216,405.990021,393.484131,402.939240,402.939240,1487868881
2018-07-28,402.949554,404.593323,397.210876,400.564514,400.564514,1314250213
2018-07-29,400.579102,403.531219,396.973236,400.261597,400.261597,1399699816
2018-07-30,400.400543,401.641052,383.060974,390.533997,390.533997,1829793233
2018-07-31,390.674133,390.507294,368.310089,371.238983,371.238983,1557867716
2018-08-01,371.240692,372.535706,351.997253,360.784607,360.784607,1618984737
2018-08-02,360.835205,364.398163,353.745148,356.168335,356.168335,1354596461
2018-08-03,356.121704,363.325256,345.106995,361.599365,361.599365,1489011844
2018-08-04,361.577759,363.262726,349.075806,352.080933,352.080933,1267865479
2018-08-05,352.162201,357.638306,347.913879,355.117645,355.117645,1208321799
2018-08-06,355.161774,358.598602,349.039368,351.841156,351.841156,1198200381
2018-08-07,351.964874,355.118683,324.316132,327.743286,327.743286,1576027929
2018-08-08,327.464874,328.164642,304.706696,307.239594,307.239594,1736951839
2018-08-09,307.548035,322.057648,305.234344,317.240540,317.240540,1402820201
2018-08-10,317.403687,318.201141,288.857147,292.879944,292.879944,1489395267
2018-08-11,292.957062,292.957062,270.366333,282.306763,282.306763,1569123576
2018-08-12,281.177032,287.984222,279.230499,280.496796,280.496796,1426683051
2018-08-13,281.058533,284.090790,249.832535,251.333450,251.333450,1536266339
2018-08-14,251.219406,251.241440,224.143997,245.841705,245.841705,1884232329
2018-08-15,247.124100,267.692444,247.083878,248.976288,248.976288,1656070893
2018-08-16,249.308701,262.581146,247.688232,253.338608,253.338608,1365848725
2018-08-17,253.019348,276.444885,252.789658,276.059296,276.059296,1744740754
2018-08-18,276.987854,280.183624,250.547348,258.644745,258.644745,1542379995
2018-08-19,258.520599,268.512726,254.727631,263.035767,263.035767,1265987584
2018-08-20,263.514038,266.292206,238.021927,238.721603,238.721603,1230345488
2018-08-21,237.865280,247.958038,237.948120,243.622223,243.622223,1005893027
2018-08-22,243.642960,257.007355,228.525360,234.237747,234.237747,1301502072
2018-08-23,234.589081,242.240906,234.182785,240.124786,240.124786,1101525130
2018-08-24,240.997406,243.784531,235.761017,243.496262,243.496262,1247887445
2018-08-25,243.766464,243.967819,239.627396,240.638504,240.638504,1039807246
2018-08-26,240.534378,240.534378,234.441101,236.322021,236.322021,1036195792
2018-08-27,236.453415,244.481247,235.499146,244.481247,244.481247,1204237288
2018-08-28,245.376648,254.383713,242.888229,253.569656,253.569656,1294235868
2018-08-29,253.282303,254.232773,245.670425,247.106247,247.106247,1259361121
2018-08-30,247.482925,248.840561,235.868179,243.595123,243.595123,1297350596
2018-08-31,243.607986,244.040314,239.539871,243.990005,243.990005,1217268730
2018-09-01,244.414169,259.629272,244.414169,254.626266,254.626266,1333416674
2018-09-02,254.722824,257.510132,250.819901,253.855637,253.855637,1139229044
2018-09-03,254.554153,254.863770,247.722137,249.103516,249.103516,1200904237
2018-09-04,249.136230,251.340408,245.343521,246.631851,246.631851,1342140699
2018-09-05,246.909790,248.352158,199.717178,199.717178,199.717178,2054835382
2018-09-06,199.130066,198.982574,187.278275,198.136673,198.136673,1805069283
2018-09-07,197.551422,201.287430,187.829880,188.038269,188.038269,1452913168
2018-09-08,188.652069,190.777420,167.309326,171.371307,171.371307,1313479352
2018-09-09,171.747040,179.781830,163.021378,170.364212,170.364212,1372073709
2018-09-10,171.166183,174.745087,163.490860,170.012939,170.012939,1296549344
2018-09-11,170.960144,171.347427,155.887787,159.635986,159.635986,1353316657
2018-09-12,159.943939,160.113022,147.026764,157.731216,157.731216,1613051708
2018-09-13,158.030624,183.032837,157.921936,180.814438,180.814438,1993943023
2018-09-14,181.939423,190.503632,175.163300,182.102676,182.102676,1919668043
2018-09-15,180.438599,194.877884,180.259720,191.842102,191.842102,1436609907
2018-09-16,191.609055,191.609055,181.560028,189.786636,189.786636,1292489030
2018-09-17,190.640976,192.879501,167.172821,169.587769,169.587769,1731153582
2018-09-18,168.919266,183.060486,167.593872,179.819305,179.819305,1542039908
2018-09-19,179.388535,183.344193,172.769012,179.891190,179.891190,1485032557
2018-09-20,180.164490,190.960678,177.932007,190.716614,190.716614,1513285705
2018-09-21,191.277069,211.358063,188.119370,209.719681,209.719681,2412188035
2018-09-22,210.360107,213.802032,199.004166,204.528229,204.528229,1634507866
2018-09-23,204.963684,210.625580,202.448715,207.976395,207.976395,1441500327
2018-09-24,208.413910,208.815811,193.608505,194.624985,194.624985,1487992325
2018-09-25,194.282074,194.271255,175.244003,185.712646,185.712646,1802144865
2018-09-26,185.833328,188.457016,177.771820,183.687103,183.687103,1494451667
2018-09-27,183.340729,198.184082,181.522827,196.387848,196.387848,1745035668
2018-09-28,196.857986,199.113327,188.361618,191.532593,191.532593,1738004910
2018-09-29,190.932343,201.614548,186.161804,199.484055,199.484055,1902149627
2018-09-30,199.220535,204.175064,196.647156,200.629990,200.629990,1521268326
2018-10-01,200.950516,201.849136,196.166473,199.307388,199.307388,1379712792
2018-10-02,199.594131,200.092621,195.598480,196.649246,196.649246,1334833755
2018-10-03,195.979263,196.033585,185.400742,192.145142,192.145142,1467460763
2018-10-04,192.107666,197.285172,191.816284,192.978561,192.978561,1284827379
2018-10-05,193.021103,198.066742,192.303741,197.443863,197.443863,1342308793
2018-10-06,197.401367,197.818085,194.624191,195.291595,195.291595,1305648243
2018-10-07,195.564865,196.518799,193.539322,196.243942,196.243942,1276198756
2018-10-08,196.582413,200.804901,195.709427,199.482346,199.482346,1279739457
2018-10-09,199.878265,200.279327,197.678345,198.120453,198.120453,1221083239
2018-10-10,197.801529,197.816864,194.755798,195.780548,195.780548,1200200694
2018-10-11,195.642670,195.553436,163.315796,163.486481,163.486481,1870070885
2018-10-12,162.803192,172.536987,162.818802,170.109848,170.109848,1286587168
2018-10-13,169.795959,174.101715,169.850357,172.802521,172.802521,1009632397
2018-10-14,172.672806,174.575729,169.012299,169.405807,169.405807,1012081021
2018-10-15,169.020630,192.110367,168.073929,181.028030,181.028030,2473942092
2018-10-16,180.962418,183.385376,179.776993,181.553558,181.553558,1323961925
2018-10-17,181.637360,182.681488,179.021118,180.097809,180.097809,1255943996
2018-10-18,180.376984,181.325562,176.148605,177.522430,177.522430,1192369829
2018-10-19,177.439499,177.859558,176.098419,176.720947,176.720947,1096860530
2018-10-20,176.537048,179.120987,176.164047,178.198196,178.198196,1074567322
2018-10-21,178.163498,180.799973,177.823059,178.232101,178.232101,1034160054
2018-10-22,178.259903,180.097473,177.358505,177.972885,177.972885,1159173525
2018-10-23,177.948456,178.827576,175.987976,178.098038,178.098038,1078588905
2018-10-24,177.915878,179.276703,178.438660,178.889297,178.889297,967247652
2018-10-25,178.903351,179.440933,176.883133,178.199524,178.199524,969500891
2018-10-26,177.862839,180.010544,177.312073,178.177200,178.177200,1017655973
2018-10-27,178.200867,180.589661,178.165070,178.949234,178.949234,950619022
2018-10-28,179.212112,180.446823,178.146729,180.179504,180.179504,999433641
2018-10-29,180.011063,180.346191,172.134384,173.391754,173.391754,1333734727
2018-10-30,173.353073,174.249786,172.540894,174.142456,174.142456,1201903419
2018-10-31,174.224426,175.055603,173.613953,174.435654,174.435654,1274704798
2018-11-01,174.573532,179.455704,173.964554,174.397018,174.397018,1172193675
2018-11-02,174.493484,176.656815,173.634964,176.197662,176.197662,1275032283
2018-11-03,176.289871,176.289871,175.222855,175.803345,175.803345,1147939174
2018-11-04,175.778763,185.611969,174.724640,182.019165,182.019165,1534590848
2018-11-05,181.680542,185.087051,181.298798,183.260529,183.260529,1414181800
2018-11-06,183.596207,191.078217,182.240906,191.078217,191.078217,1624250626
2018-11-07,191.469208,193.266586,188.821304,189.936539,189.936539,1685976090
2018-11-08,190.062469,190.999466,186.702866,186.683914,186.683914,1556128785
2018-11-09,186.469284,188.082840,184.801453,185.291351,185.291351,1371334547
2018-11-10,185.204041,188.628067,185.054092,187.475357,187.475357,1215322123
2018-11-11,187.427734,187.886429,184.227844,186.637741,186.637741,1326087047
2018-11-12,186.790527,187.734192,186.185974,187.445618,187.445618,1293816456
2018-11-13,187.205994,187.526138,182.593353,182.837921,182.837921,1423498877
2018-11-14,182.579773,183.283691,153.606674,160.341705,160.341705,2294082323
2018-11-15,160.785446,162.843246,150.623734,159.666336,159.666336,2329929721
2018-11-16,159.718445,160.069656,151.591721,153.387604,153.387604,1764653183
2018-11-17,153.547852,154.010315,151.398682,152.390076,152.390076,1605166297
2018-11-18,152.542465,156.868179,152.542465,155.163452,155.163452,1586905580
2018-11-19,155.261597,155.261597,129.106155,130.244095,130.244095,2396788299
2018-11-20,129.926300,132.116028,111.134506,114.618942,114.618942,2756371826
2018-11-21,115.325089,122.046951,110.620636,120.050133,120.050133,2358770236
